vehicle_id,fuel_level,mileage,timestamp,location,driver_id
VEH-0177,98.4,166837.8,2024-11-01 21:47:00,New York,DRV-0269
VEH-0174,84.5,79775.1,2024-01-05 19:45:00,UNKNOWN,DRV-0162
VEH-0007,27.5,201741.4,2024/09/16 21:01:00,New York,DRV-0153
VEH-0006,,205806.6,07-31-2024,Chicago,DRV-0085
VEH-0118,92.3,136206.2 mi,05/08/2024 03:15,Los Angeles,DRV-0152
,41.0,245594.7,2024/06/25 15:27:00,n/a,DRV-0253
VEH-0051,16.7,132157.5,2024-05-10 22:17:00,,DRV-0323
VEH-0072,85.1,239407.9,2024/10/03 02:48:00,Los Angeles,DRV-0353
VEH-0087,77.5,85647.8,2024/02/29 20:33:00,UNKNOWN,DRV-0199
VEH-0113,27.8,69079.8,2024-05-04 18:24:00,UNKNOWN,DRV-0030
VEH-0135,45.5,2905.1,12/03/2024 13:04,Houston,DRV-0236
VEH-0174,86.3,110830.1,29/04/2024 23:04,Los Angeles,DRV-0017
VEH-0164,12.8,106339.1 mi,07-25-2024,n/a,DRV-0149
VEH-0159,79.3%,,2024-07-18 16:32:00,Phoenix,DRV-0374
VEH-0112,34.4,130136.0,16/08/2024 06:07,Los Angeles,DRV-0157
VEH-0200,96.4,50941.6,06-13-2024,New York,DRV-0114
VEH-0204,90.5,108651.9,2024-09-18 09:22:00,Los Angeles,DRV-0207
VEH-0027,10.1,176880.7,20/10/2024 06:33,Houston,DRV-0222
VEH-0125,109.0,74855.8,2024-04-23 02:16:00,Chicago,DRV-0326
VEH-0092,2.2,75931.0,2024/12/10 16:35:00,UNKNOWN,DRV-0147
VEH-0112,78.0,114498.9,29/07/2024 05:12,n/a,DRV-0258
VEH-0155,55.0,122947.7,12-16-2024,UNKNOWN,DRV-0279
VEH-0056,45.2,35696.4,2024-09-30 20:45:00,Phoenix,DRV-0231
VEH-0164,64.6,58219.8,2024/03/21 23:20:00,Los Angeles,DRV-0147
VEH-0203,55.0,12643.3,2024/11/23 04:32:00,Phoenix,DRV-0047
VEH-0102,72.8,230650.9,26/11/2024 07:32,Phoenix,DRV-0106
VEH-0246,21.5,129166.1 mi,22/07/2024 08:34,UNKNOWN,DRV-0254
VEH-0096,57.7,89280.3,2024/05/03 03:36:00,Chicago,DRV-0195
VEH-0067,48.4,198503.6,21/06/2024 09:37,Houston,DRV-0174
VEH-0029,88.8,26165.2,2024-10-26 00:58:00,Chicago,DRV-0324
VEH-0070,57.9,154571.3,2024/11/01 07:08:00,Houston,DRV-0141
VEH-0078,79.3,213446.2,2024-06-26 11:52:00,n/a,DRV-0111
VEH-0169,38.7,12787.6,2024/11/11 06:16:00,Phoenix,DRV-0349
VEH-0195,54.4,137928.1,02-04-2024,New York,DRV-0369
VEH-0111,32.1,39907.5,19/04/2024 20:37,,
VEH-0215,57.1,131767.7,2024-01-22 23:41:00,Los Angeles,DRV-0309
VEH-0016,52.4,,2024-11-09 16:01:00,Los Angeles,DRV-0370
VEH-0121,66.4,195993.0,2024-07-08 23:03:00,UNKNOWN,
VEH-0133,,119863.7,2024-01-23 16:40:00,Chicago,DRV-0182
VEH-0154,70.0,209538.7,2024-03-01 08:24:00,Los Angeles,DRV-0378
VEH-0016,28.4,-146444.6,2024-01-19 18:44:00,Chicago,DRV-0296
VEH-0238,18.8,46062.2,03/09/2024 21:55,Chicago,DRV-0363
VEH-0017,55.2,157943.7,2024/08/02 06:01:00,New York,DRV-0323
VEH-0049,93.7,10793.4,04-18-2024,Houston,DRV-0144
VEH-0019,47.5,230608.6,10/03/2024 23:21,Los Angeles,DRV-0038
VEH-0238,,30865.9,2024-07-01 15:21:00,n/a,DRV-0206
VEH-0087,28.9,,2024/10/17 14:36:00,UNKNOWN,DRV-0180
VEH-0212,81.7,138800.2,2024/12/02 09:37:00,New York,DRV-0186
VEH-0095,72.9,163072.9,2024-01-04 14:21:00,Phoenix,DRV-0023
VEH-0052,80.3%,107951.3,2024/01/09 18:08:00,UNKNOWN,DRV-0286
VEH-0087,75.5,115134.9,2024-05-22 17:07:00,Chicago,DRV-0052
VEH-0014,unknown,,16/03/2024 07:44,Phoenix,DRV-0173
VEH-0035,50.2,N/A,2024/06/25 17:57:00,,DRV-0247
VEH-0135,73.1,239529.5,23/12/2024 06:22,UNKNOWN,DRV-0354
VEH-0206,18.8,,02-21-2024,Los Angeles,DRV-0138
VEH-0049,40.7,246642.4,2024/03/08 16:22:00,,DRV-0035
VEH-0089,27.1,92622.9,2024/11/14 16:25:00,n/a,DRV-0307
VEH-0086,41.8,18271.3,02-02-2024,New York,DRV-0076
VEH-0066,62.0,136050.0,2024-02-03 20:25:00,Los Angeles,DRV-0377
VEH-0153,,139200.3,15/04/2024 08:36,Phoenix,DRV-0057
VEH-0017,4.9,64369.8,2024-06-15 12:00:00,Los Angeles,DRV-0049
VEH-0215,43.3,133885.6,24/07/2024 10:53,Los Angeles,DRV-0349
VEH-0048,14.9%,60249.1,2024-03-28 03:47:00,New York,DRV-0001
VEH-0084,,107400.7,03/08/2024 06:29,UNKNOWN,DRV-0369
VEH-0122,92.7,240514.6,07-21-2024,UNKNOWN,DRV-0030
VEH-0195,,176123.4,2024-07-06 19:18:00,,DRV-0045
VEH-0067,82.4,36609.1,2024/07/12 10:13:00,Chicago,DRV-0293
VEH-0156,39.5,161511.7,2024/12/06 20:41:00,New York,DRV-0045
VEH-0205,16.9,,2024/10/29 11:46:00,Chicago,DRV-0066
VEH-0054,42.4,85533.2,26/03/2024 00:48,Los Angeles,DRV-0255
VEH-0119,16.2,119225.0,24/04/2024 07:12,,DRV-0273
VEH-0055,,7505.1,2024-09-08 11:39:00,Phoenix,DRV-0257
VEH-0106,149.2,166980.0,04-23-2024,Houston,DRV-0192
VEH-0136,8.8,103416.4,2024-01-06 18:41:00,Houston,DRV-0259
VEH-0122,94.1,82330.3,07-14-2024,,DRV-0069
VEH-0185,28.5,110758.4,2024-02-12 12:48:00,UNKNOWN,DRV-0265
VEH-0034,,,2024-04-07 04:32:00,Houston,DRV-0234
VEH-0048,33.5,43440.4,08-31-2024,Los Angeles,DRV-0007
VEH-0052,116.9,106359.1,20/03/2024 08:26,Los Angeles,DRV-0239
VEH-0034,,42919.5,04-22-2024,Chicago,DRV-0361
VEH-0031,60.4,190923.1,2024-07-27 04:43:00,Phoenix,DRV-0299
VEH-0210,145.7,236518.9,2024-04-19 18:19:00,Chicago,DRV-0357
VEH-0044,20.7,126114.0 mi,10/09/2024 06:51,Chicago,DRV-0100
VEH-0171,88.0,69984.3,04-23-2024,Houston,DRV-0360
VEH-0208,110.5,32613.9,08-10-2024,Phoenix,DRV-0084
VEH-0246,32.7%,166898.3,2024/05/21 14:15:00,n/a,DRV-0262
VEH-0065,70.9,N/A,2024/07/01 20:16:00,,
VEH-0201,98.6,195170.5,2024/06/15 23:45:00,n/a,DRV-0070
VEH-0024,5.8,216544.0,2024-06-15 12:00:00,New York,DRV-0275
VEH-0087,56.8,228872.1,2024-12-01 11:40:00,UNKNOWN,DRV-0035
VEH-0166,17.3%,94937.9,2024-04-22 18:23:00,Chicago,DRV-0317
VEH-0239,25.2,178337.4 mi,09-19-2024,Los Angeles,DRV-0333
VEH-0228,98.1,-101896.1,2024-08-28 00:20:00,Houston,DRV-0289
VEH-0164,30.5,186150.9,2024-03-26 19:06:00,Chicago,DRV-0154
VEH-0160,24.3,247918.3,2024/11/03 21:23:00,Phoenix,DRV-0028
VEH-0214,1.4,164279.7,2024-04-25 22:29:00,n/a,DRV-0013
VEH-0063,14.6,234516.0 mi,2024-03-10 23:50:00,n/a,DRV-0310
VEH-0136,18.6,217155.8,2024/07/28 02:57:00,n/a,DRV-0295
VEH-0153,7.3,156708.2,01-24-2024,New York,DRV-0157
VEH-0061,unknown,139219.6,09-17-2024,Los Angeles,DRV-0385
VEH-0007,88.8,117690.6 mi,2024/07/01 18:26:00,Phoenix,DRV-0123
VEH-0168,84.9,176514.5,10-19-2024,,
VEH-0033,86.8,231615.9,2024-01-13 10:38:00,Houston,DRV-0061
VEH-0077,27.4,30396.8,2024/07/23 10:51:00,Los Angeles,
VEH-0064,18.7,N/A,10/07/2024 21:31,,DRV-0362
VEH-0148,54.4,42110.1,30/01/2024 09:18,Phoenix,DRV-0068
VEH-0147,32.2,202468.6,2024-12-27 06:26:00,,DRV-0089
VEH-0032,89.0,247990.7,23/01/2024 23:39,Phoenix,DRV-0291
VEH-0061,69.2,162990.3,2024-06-14 15:36:00,,DRV-0390
VEH-0117,31.8,33.7,02-23-2024,New York,DRV-0362
VEH-0238,10.4%,209432.3,08/06/2024 02:11,Los Angeles,DRV-0162
VEH-0192,64.2,151773.5,2024/11/13 00:58:00,n/a,DRV-0033
VEH-0107,81.0,163810.5,02-12-2024,New York,DRV-0156
VEH-0039,70.7,12556.5,2024-02-27 02:55:00,Houston,DRV-0295
VEH-0157,30.3,98209.8,2024/12/02 17:44:00,Phoenix,
VEH-0120,7.1,149545.6,2024-08-31 12:55:00,n/a,
  ,94.8,35299.8,2024-03-06 12:32:00,Phoenix,DRV-0002
VEH-0238,98.0,246400.2,02-20-2024,New York,DRV-0113
VEH-0237,50.6,15510.4,2024/04/21 01:08:00,Los Angeles,
VEH-0145,61.9,77461.8,01/06/2024 06:16,Phoenix,DRV-0125
VEH-0228,,230009.5,10-02-2024,Houston,DRV-0002
VEH-0245,51.6,N/A,2024/12/23 10:08:00,Phoenix,DRV-0309
VEH-0159,17.7,235114.6,2024-06-10 04:40:00,UNKNOWN,DRV-0155
VEH-0008,96.6,32658.6,26/06/2024 13:14,Houston,DRV-0031
VEH-0175,8.3,181139.5,10-28-2024,UNKNOWN,DRV-0049
VEH-0152,12.3,51495.0,03-12-2024,n/a,DRV-0193
VEH-0240,63.7,139177.3,2024/06/16 07:30:00,,DRV-0203
VEH-0150,7.2,56689.7,2024-07-02 18:38:00,Chicago,DRV-0119
VEH-0243,66.1,9600.2,29/06/2024 13:12,n/a,DRV-0377
VEH-0147,69.0,85994.9,2024-06-06 00:05:00,Houston,DRV-0321
VEH-0200,0.3,154897.3,03/07/2024 01:25,New York,DRV-0038
VEH-0148,53.4,35534.3,26/07/2024 01:39,,
VEH-0200,110.3,180096.0,2024/09/07 15:12:00,UNKNOWN,DRV-0218
VEH-0082,6.7%,145542.6,27/03/2024 04:58,n/a,DRV-0075
VEH-0230,41.3,-51550.7,2024/10/19 07:54:00,Phoenix,DRV-0103
VEH-0178,20.4,192265.3,2024/12/16 16:10:00,New York,DRV-0162
VEH-0145,80.8,,14/07/2024 15:02,UNKNOWN,DRV-0259
VEH-0028,31.2,200599.0,01-21-2024,Phoenix,DRV-0310
VEH-0174,50.9,113206.2,2024-05-23 05:20:00,UNKNOWN,DRV-0149
VEH-0098,78.6,,29/09/2024 19:37,Chicago,DRV-0039
VEH-0231,18.3,91261.9,12-10-2024,UNKNOWN,DRV-0335
VEH-0120,127.0,40341.8,01-15-2024,Houston,DRV-0283
VEH-0191,61.1,92743.4,03-05-2024,Houston,DRV-0329
VEH-0119,,135426.2,2024-11-02 12:05:00,Chicago,DRV-0155
VEH-0214,86.6,11304.7,09-02-2024,UNKNOWN,DRV-0329
VEH-0245,34.0,217412.4,2024/11/23 05:20:00,Phoenix,DRV-0161
VEH-0141,2.1,62343.9,2024/01/02 05:12:00,New York,DRV-0047
VEH-0085,70.2,128305.0,06-28-2024,Phoenix,DRV-0244
VEH-0059,20.5,120759.9,02-29-2024,UNKNOWN,DRV-0269
VEH-0234,38.1,242478.6,2024/01/05 19:33:00,New York,
VEH-0124,59.0,24229.3,2024-09-07 21:37:00,UNKNOWN,DRV-0297
VEH-0007,13.6,244359.5,07/11/2024 08:28,n/a,DRV-0078
VEH-0043,14.2,160708.3,05/06/2024 15:14,,DRV-0014
,93.0,131897.0 mi,2024/05/21 06:42:00,New York,DRV-0351
VEH-0035,94.6,,23/10/2024 20:05,Houston,DRV-0057
VEH-0097,63.9,85240.5,2024-02-26 18:26:00,Chicago,DRV-0383
VEH-0029,49.5,223686.9,11/08/2024 19:56,New York,DRV-0315
VEH-0216,24.6,225851.9,2024-06-15 12:00:00,Houston,DRV-0342
VEH-0114,77.4,13018.1,2024/06/10 14:23:00,n/a,DRV-0159
VEH-0239,95.6,215531.9,2024/02/28 05:20:00,New York,DRV-0381
VEH-0089,2.8,61664.1,2024/04/25 12:26:00,Phoenix,DRV-0235
VEH-0003,81.2,213348.9,02-17-2024,New York,DRV-0102
VEH-0029,13.5,23604.7,2024-12-30 01:35:00,,DRV-0081
VEH-0025,98.5,209724.5,05-13-2024,Los Angeles,DRV-0115
VEH-0093,76.9,92140.6,2024/01/27 21:27:00,Los Angeles,DRV-0356
VEH-0204,41.5,N/A,2024-06-21 01:53:00,UNKNOWN,DRV-0118
VEH-0220,93.4,45894.9,07/03/2024 16:09,Phoenix,DRV-0147
VEH-0238,53.7,,06-10-2024,UNKNOWN,DRV-0287
VEH-0136,87.4,,23/01/2024 01:13,Los Angeles,DRV-0275
VEH-0114,34.2,,2024/04/10 04:45:00,New York,DRV-0240
VEH-0130,47.6,56507.2,24/05/2024 06:07,UNKNOWN,
VEH-0191,51.3,167686.8,2024-11-29 11:31:00,Los Angeles,DRV-0167
VEH-0006,0.6,244588.7,2024/07/03 21:09:00,Los Angeles,DRV-0229
VEH-0072,90.8,,03-02-2024,Los Angeles,DRV-0288
VEH-0204,27.9,44252.6,19/07/2024 03:24,Phoenix,DRV-0235
VEH-0192,5.2,39634.0,2024-10-31 16:07:00,Phoenix,DRV-0354
VEH-0093,89.2,133880.5,02/10/2024 13:26,Houston,DRV-0038
VEH-0061,21.4,26378.4,08-18-2024,New York,DRV-0117
VEH-0145,55.9,128685.5,2024-06-15 12:00:00,Chicago,DRV-0113
VEH-0144,58.9,93832.5,2024/11/15 13:57:00,,DRV-0292
VEH-0066,63.9,32259.1,11-07-2024,Phoenix,DRV-0044
VEH-0200,41.6,120336.0 mi,2024/11/05 23:30:00,Los Angeles,DRV-0218
VEH-0163,67.4%,201065.3,2024-10-29 17:58:00,,DRV-0381
VEH-0192,35.9,20368.5,2024-08-09 01:22:00,Chicago,DRV-0051
VEH-0030,21.1,57341.4,10-10-2024,Chicago,DRV-0103
VEH-0079,94.8,17187.7,2024-08-24 07:06:00,Houston,
VEH-0074,70.3,-55650.9,2024/08/26 14:49:00,Chicago,DRV-0079
VEH-0081,27.2,173089.7,23/06/2024 08:04,n/a,DRV-0099
VEH-0067,31.5,32244.7,2024-05-09 02:54:00,Chicago,DRV-0325
VEH-0125,8.0,88692.8,07-16-2024,Los Angeles,DRV-0220
VEH-0127,10.6,160206.6,2024-02-04 06:14:00,n/a,DRV-0183
VEH-0241,29.5,192305.8,10-23-2024,Los Angeles,DRV-0239
VEH-0154,7.4,48004.1,08-05-2024,,DRV-0340
  ,44.2,11517.3,2024-03-08 04:02:00,UNKNOWN,DRV-0165
VEH-0155,8.7,234123.3,19/01/2024 03:48,n/a,DRV-0273
VEH-0131,66.4,84592.0,10-28-2024,,DRV-0077
VEH-0185,unknown,56079.6,2024/02/14 06:35:00,Los Angeles,DRV-0022
VEH-0153,89.4,229967.7,2024-03-11 09:41:00,n/a,DRV-0125
VEH-0176,63.6,81128.0,21/08/2024 20:22,UNKNOWN,DRV-0089
VEH-0172,12.7,89180.8,10/06/2024 22:14,Los Angeles,DRV-0296
VEH-0181,6.8,92778.2,26/04/2024 08:55,Chicago,DRV-0273
VEH-0223,35.4,126408.5,2024/01/11 03:47:00,Chicago,DRV-0095
VEH-0179,5.7,223443.5,2024-07-26 03:50:00,UNKNOWN,DRV-0043
VEH-0029,22.0,46609.6,11/01/2024 23:19,Phoenix,DRV-0203
VEH-0216,13.5,168864.0,10-13-2024,Phoenix,DRV-0223
VEH-0067,84.7,5898.7,12-22-2024,n/a,DRV-0329
VEH-0244,33.5,N/A,23/08/2024 21:35,New York,DRV-0037
VEH-0054,,24598.9,2024-10-15 10:06:00,Phoenix,DRV-0253
VEH-0059,67.6,,2024-03-16 14:40:00,,DRV-0259
VEH-0214,52.0,112634.1,2024/06/26 05:30:00,Los Angeles,DRV-0359
VEH-0246,83.5,246100.5,2024-04-12 22:41:00,New York,
VEH-0187,0.6,124059.8,26/04/2024 03:10,Houston,DRV-0079
VEH-0095,38.6,228854.1,07-13-2024,,
VEH-0003,98.8,10027.3,2024/01/09 17:02:00,Los Angeles,DRV-0351
VEH-0134,140.2,45039.7 mi,06/03/2024 08:09,Houston,DRV-0066
VEH-XXXX,38.4,6298.4,2024-06-01 00:15:00,New York,DRV-0072
VEH-0040,15.1,108192.9,05-05-2024,n/a,DRV-0160
VEH-0199,83.4,29493.1,13/12/2024 22:36,,DRV-0010
VEH-0138,77.5,98183.8,12-08-2024,Houston,DRV-0063
VEH-0054,85.4%,60481.9,01-12-2024,,DRV-0241
VEH-0193,,216979.6,07/06/2024 17:56,n/a,DRV-0332
VEH-0052,19.6,35200.7,28/02/2024 12:39,Houston,DRV-0224
VEH-0160,51.1%,111379.5,2024-06-10 00:39:00,New York,
  ,45.0,84363.6,2024/09/15 17:54:00,,DRV-0306
VEH-0121,35.8,-148445.2,2024-04-01 12:05:00,Houston,
VEH-0034,81.0,134144.5,28/01/2024 16:22,UNKNOWN,DRV-0311
VEH-0202,69.6,90625.5,01-14-2024,,DRV-0017
VEH-0075,67.7,,20/10/2024 15:48,n/a,DRV-0350
VEH-0198,44.7,150148.6 mi,31/05/2024 14:57,,DRV-0146
VEH-0047,30.5,,10-30-2024,n/a,DRV-0233
VEH-0096,98.8,-116319.4,07-20-2024,Los Angeles,DRV-0310
VEH-0249,16.3,248879.1,12/02/2024 03:35,Houston,DRV-0023
VEH-0192,87.7,184680.8,07-01-2024,UNKNOWN,DRV-0079
VEH-XXXX,65.0,22604.7,01-16-2024,Chicago,DRV-0287
VEH-0148,14.6,174357.9,07/05/2024 01:36,UNKNOWN,DRV-0196
VEH-0009,20.2,19560.5,2024-05-30 06:58:00,UNKNOWN,DRV-0008
VEH-0189,7.9,47872.4,2024/03/12 13:18:00,Houston,DRV-0046
VEH-0172,57.2,N/A,02-20-2024,,DRV-0206
VEH-0232,25.6,162707.0,2024/06/03 07:52:00,,DRV-0142
VEH-0169,unknown,58254.7,2024/05/28 16:45:00,Los Angeles,DRV-0055
VEH-0067,46.6,-190143.9,2024-05-09 20:11:00,,DRV-0106
VEH-0174,53.3,217492.3,2024-06-21 07:11:00,Chicago,DRV-0197
VEH-0044,unknown,109866.3,2024-02-05 00:01:00,Los Angeles,DRV-0342
VEH-0018,65.1,155232.1,16/01/2024 22:17,Phoenix,DRV-0067
VEH-0066,44.3,65262.1,02/08/2024 01:07,,DRV-0022
VEH-0216,136.0,218419.5 mi,2024-06-15 12:00:00,n/a,DRV-0369
VEH-0038,25.2,228822.5,2024/03/03 22:20:00,Chicago,DRV-0069
VEH-0153,23.9,196743.9,2024/10/27 18:49:00,New York,DRV-0190
VEH-0218,89.6,201677.0,2024-01-11 11:53:00,n/a,DRV-0128
VEH-0026,6.7,29111.4,2024/12/25 20:49:00,n/a,DRV-0398
VEH-0152,69.8,77743.3,2024-09-16 11:53:00,Houston,DRV-0014
VEH-0037,6.3,32927.4,2024/11/11 04:54:00,n/a,DRV-0138
VEH-0111,61.6,3189.1,18/07/2024 09:05,Houston,DRV-0293
VEH-0202,30.3,25261.5,2024/10/28 00:51:00,UNKNOWN,DRV-0265
VEH-0052,69.2,95767.3,09-16-2024,New York,DRV-0075
VEH-0003,108.3,163457.5,20/10/2024 19:56,Houston,DRV-0319
VEH-0164,82.4,238765.1,2024/03/21 18:40:00,Los Angeles,DRV-0145
VEH-0108,40.9,,2024/06/05 03:19:00,Los Angeles,DRV-0286
VEH-0048,96.1,226337.7,2024-07-13 05:16:00,,DRV-0309
VEH-0196,48.7,218355.8,2024-05-14 13:03:00,Chicago,DRV-0240
VEH-0125,18.2,-235575.2,17/05/2024 21:08,UNKNOWN,DRV-0201
VEH-0237,11.0,220921.0 mi,06/03/2024 05:22,New York,DRV-0136
VEH-0095,85.2,215947.4 mi,06-05-2024,New York,DRV-0001
VEH-0054,60.2,40754.8,11-27-2024,Los Angeles,DRV-0145
VEH-0148,40.5,90902.9,04-13-2024,Los Angeles,DRV-0001
VEH-0175,52.3,157349.7,04-06-2024,Los Angeles,DRV-0276
VEH-0219,40.2,211436.2,2024/04/07 04:40:00,Houston,DRV-0004
VEH-0017,73.3,248855.4,02-21-2024,Houston,DRV-0035
VEH-0095,61.6,107181.3,24/03/2024 09:05,UNKNOWN,DRV-0131
VEH-0038,23.0,53276.2,2024-06-15 12:00:00,Los Angeles,DRV-0214
VEH-0184,33.8,235727.4,2024-06-25 20:06:00,Phoenix,DRV-0308
VEH-0092,112.7,237320.3,2024/11/24 13:39:00,New York,DRV-0150
VEH-0010,28.0,33044.9,05-22-2024,Houston,DRV-0291
VEH-0203,,,02-05-2024,UNKNOWN,DRV-0009
VEH-0147,88.3,,04/10/2024 18:59,Los Angeles,DRV-0003
VEH-0184,58.3,182555.4,05-22-2024,Chicago,DRV-0117
VEH-0021,2.1,242477.5,10-03-2024,UNKNOWN,DRV-0187
VEH-0033,59.0,74510.4 mi,2024/10/12 16:03:00,,DRV-0034
VEH-0112,38.1,N/A,03/08/2024 04:32,Phoenix,DRV-0211
VEH-0072,97.7,189327.6,03-17-2024,,DRV-0207
VEH-0124,99.4,138904.3,30/01/2024 05:10,Chicago,DRV-0285
VEH-0130,36.6,13234.0,19/01/2024 00:10,New York,DRV-0133
VEH-0014,17.3,39109.3,02-17-2024,Los Angeles,DRV-0198
VEH-0220,94.6,93327.3,2024-12-28 04:13:00,Los Angeles,DRV-0019
VEH-0073,10.0,67929.4,2024/06/09 16:29:00,Los Angeles,DRV-0078
VEH-0169,16.6,-184508.4,12-18-2024,New York,DRV-0250
VEH-0042,32.3,161226.6,08-28-2024,Chicago,DRV-0106
VEH-0187,,219300.1,2024-10-12 03:43:00,Chicago,DRV-0314
VEH-0031,,97316.6,2024/08/29 14:51:00,,DRV-0057
VEH-0091,51.3,-99562.6,2024-07-12 02:28:00,New York,DRV-0110
VEH-0092,67.2,154532.1,2024/05/15 06:00:00,Los Angeles,DRV-0152
VEH-0226,17.9,163186.5,2024-06-15 12:00:00,Phoenix,DRV-0176
VEH-0207,79.9%,156975.1,23/07/2024 16:19,n/a,DRV-0150
VEH-0102,53.9,70618.1,02-13-2024,New York,DRV-0017
VEH-0030,71.0,104730.9,2024-03-24 05:21:00,n/a,
VEH-0125,58.7,207109.7,2024-04-05 21:15:00,Los Angeles,DRV-0185
VEH-0233,5.8,74982.3,12/02/2024 19:34,,DRV-0230
VEH-0241,19.9%,61714.3,2024-04-04 15:45:00,Los Angeles,DRV-0062
VEH-0172,70.9,146545.6,2024/10/02 03:07:00,Phoenix,DRV-0371
VEH-0104,2.5,N/A,2024/07/14 08:18:00,Houston,DRV-0105
VEH-0006,64.8,242236.1,2024-01-09 00:18:00,UNKNOWN,DRV-0117
VEH-0186,25.0,137306.7,04-19-2024,Los Angeles,DRV-0073
VEH-0100,31.0,50448.7,02-18-2024,Phoenix,DRV-0045
VEH-0134,52.8,31718.2,2024-03-16 12:02:00,Chicago,DRV-0101
VEH-0249,72.1,64288.1,2024-04-24 05:52:00,Phoenix,DRV-0184
VEH-0244,93.3,201504.1,16/11/2024 02:43,Los Angeles,DRV-0086
VEH-0033,67.9,49602.5,02/06/2024 01:21,Houston,DRV-0269
VEH-0055,17.6,124591.9,2024-05-03 01:13:00,n/a,DRV-0020
VEH-0109,48.3,33370.0,01-26-2024,New York,DRV-0331
VEH-0002,19.8,2300.2,09-25-2024,Houston,DRV-0028
VEH-0107,65.7,239153.7,04/05/2024 06:02,n/a,DRV-0069
VEH-0123,57.8,172307.4,2024-07-25 16:37:00,New York,DRV-0004
VEH-0035,31.6,,2024-09-06 12:57:00,n/a,DRV-0095
VEH-0077,62.8,172157.9,07/08/2024 22:42,Phoenix,DRV-0105
VEH-0173,67.1,67661.0,2024/04/30 09:41:00,Chicago,DRV-0386
VEH-0090,43.8,57683.6,10-05-2024,,DRV-0275
VEH-0225,48.3,-95696.0,2024/11/19 19:51:00,UNKNOWN,DRV-0221
VEH-0128,82.1,N/A,03-25-2024,Los Angeles,DRV-0189
VEH-0071,92.1,80233.9,2024-06-27 14:36:00,Phoenix,DRV-0028
VEH-0130,69.0,181217.7,2024/06/17 21:56:00,,DRV-0108
VEH-0030,36.2,145147.1,2024/07/03 00:55:00,Chicago,DRV-0352
VEH-0201,55.5,-179800.4,07-23-2024,Phoenix,
VEH-0098,80.6,197838.2,28/01/2024 13:53,,DRV-0335
VEH-0031,50.8,60602.4,2024/05/31 04:42:00,Phoenix,DRV-0062
VEH-0167,44.2,176849.3,2024-04-13 15:08:00,Houston,DRV-0130
VEH-0019,149.8,N/A,11-14-2024,New York,DRV-0101
VEH-0225,76.2,14574.3,2024/11/08 18:50:00,Phoenix,DRV-0315
VEH-0141,23.1,44132.0,05/08/2024 14:08,n/a,DRV-0342
VEH-0028,,238268.2,2024/03/09 23:55:00,,DRV-0120
VEH-0019,50.5,65212.3,2024/01/07 14:54:00,n/a,DRV-0044
VEH-0089,44.1,100190.8,2024-04-18 05:55:00,New York,DRV-0081
VEH-0224,94.9,241408.0,05-26-2024,,DRV-0333
VEH-0188,60.3,206676.8,02-28-2024,Houston,
VEH-0100,8.6,51971.6,2024-08-15 16:01:00,New York,DRV-0104
VEH-0184,26.3,9813.3,2024-07-23 21:56:00,New York,DRV-0195
VEH-0192,34.1,200826.1,2024-04-08 09:17:00,Houston,DRV-0359
VEH-0183,3.9,209279.9,2024-01-31 18:47:00,,DRV-0148
VEH-0217,12.2,N/A,2024/11/05 06:14:00,Phoenix,DRV-0393
VEH-0157,34.2,231054.6,31/08/2024 21:50,Los Angeles,DRV-0170
VEH-0035,81.1,183880.2 mi,2024/01/26 02:20:00,Phoenix,DRV-0043
VEH-0150,64.1,225314.8,2024-01-02 00:24:00,Los Angeles,DRV-0328
VEH-0220,6.2,121543.4,24/02/2024 15:46,UNKNOWN,DRV-0210
VEH-0030,97.2,N/A,27/01/2024 06:53,Los Angeles,DRV-0099
VEH-0004,30.4,23254.4,23/04/2024 06:20,n/a,DRV-0303
VEH-0144,36.1,,06/09/2024 05:35,New York,DRV-0123
VEH-0233,51.3,80213.6,2024-12-02 12:10:00,n/a,DRV-0271
VEH-0002,44.7,125379.5,05-21-2024,Phoenix,DRV-0342
VEH-0069,,,2024-07-09 22:46:00,n/a,DRV-0043
VEH-0001,93.8,21275.9,2024/07/18 06:06:00,New York,DRV-0376
VEH-0205,,249723.2,2024/09/18 19:04:00,New York,DRV-0371
VEH-0071,4.6,217884.2,05/04/2024 18:55,New York,DRV-0314
VEH-0145,unknown,204149.9,2024-08-29 03:35:00,Houston,DRV-0164
VEH-0114,49.6,183059.5,01-25-2024,Chicago,DRV-0007
VEH-0007,59.2,18057.3,09-11-2024,New York,DRV-0247
VEH-0210,52.5,176819.7,03-30-2024,UNKNOWN,DRV-0173
VEH-0086,51.5,41342.6,2024/06/11 19:18:00,UNKNOWN,DRV-0388
VEH-0166,13.0,77317.0,2024/12/25 16:34:00,Houston,DRV-0313
VEH-0129,3.3,144948.2,08-08-2024,Chicago,DRV-0108
VEH-0078,91.1,248290.9,2024-11-09 00:47:00,Chicago,DRV-0323
VEH-0240,35.0,28523.9,2024-06-10 18:12:00,,
VEH-0091,1.9,31092.1,26/02/2024 22:38,Chicago,DRV-0143
VEH-0049,81.2,236437.4,2024/08/28 05:04:00,Phoenix,DRV-0277
VEH-0203,26.0,226798.8,03-18-2024,Los Angeles,DRV-0246
VEH-0136,89.4,236614.1,02/06/2024 03:07,n/a,DRV-0393
